height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
11,552,6072,50.181999999999995,0.816,0.816,4955.0,4955,4955,1,N
7,164,1148,23.429000000000002,0.281,0.838,1.6,323,962,202,P
1,29,29,29.0,0.31,1.0,1.13,9,29,8,P
10,28,280,2.8,0.293,0.8,2.0,82,224,41,P
12,22,264,1.8330000000000002,0.5529999999999999,0.841,7.68,146,222,19,P
6,5,30,0.833,0.233,0.633,1.75,7,19,4,N
10,18,180,1.8,0.294,0.9109999999999999,1.89,53,164,28,P
9,46,414,5.111000000000001,0.33799999999999997,0.872,1.67,140,361,84,P
5,29,145,5.8,0.317,0.9520000000000001,1.39,46,138,33,P
7,121,847,17.285999999999998,0.272,0.6459999999999999,1.54,230,547,149,P
3,27,81,9.0,0.48100000000000004,0.9259999999999999,1.77,39,75,22,P
10,293,2930,29.3,0.207,0.596,1.53,606,1746,397,P
7,9,63,1.286,0.429,0.6829999999999999,2.45,27,43,11,P
9,10,90,1.111,0.14400000000000002,0.522,6.5,13,47,2,N
16,352,5632,22.0,0.39,0.738,5.25,2196,4157,418,P
9,70,630,7.778,0.433,0.851,2.79,273,536,98,P
10,9,90,0.9,0.222,1.0,1.25,20,90,16,P
1,34,34,34.0,0.47100000000000003,1.0,1.07,16,34,15,N
24,125,3000,5.207999999999999,0.915,0.9590000000000001,21.29,2746,2877,129,P
11,337,3707,30.636,0.175,0.637,2.2,650,2361,296,P
1,104,104,104.0,0.971,1.0,50.5,101,104,2,N
7,2,14,0.28600000000000003,0.643,0.929,2.25,9,13,4,P
8,36,288,4.5,0.406,1.0,1.89,117,288,62,P
6,75,450,12.5,0.35600000000000004,0.973,1.47,160,438,109,P
8,15,120,1.875,0.475,0.992,2.59,57,119,22,P
7,346,2422,49.428999999999995,0.17300000000000001,0.716,1.23,418,1733,341,P
8,13,104,1.625,0.49,0.9329999999999999,2.32,51,97,22,P
10,86,860,8.6,0.145,0.637,1.21,125,548,103,P
6,12,72,2.0,0.375,0.9440000000000001,1.5,27,68,18,P
9,534,4806,59.333,0.131,0.516,1.31,629,2482,479,P
7,47,329,6.7139999999999995,0.258,0.763,1.29,85,251,66,P
7,11,77,1.571,0.35100000000000003,0.87,1.5,27,67,18,P
9,50,450,5.556,0.22,0.691,1.32,99,311,75,P
8,58,464,7.25,0.442,0.903,3.15,205,419,65,P
9,76,684,8.443999999999999,0.363,0.8740000000000001,2.18,248,598,114,P
4,11,44,2.75,0.159,0.932,1.75,7,41,4,N
10,271,2710,27.1,0.193,0.769,1.28,524,2084,409,P
2,19,38,9.5,0.237,1.0,1.8,9,38,5,P
8,12,96,1.5,0.479,1.0,2.19,46,96,21,P
9,533,4797,59.222,0.166,0.8029999999999999,1.3,797,3853,612,P
9,58,522,6.444,0.35100000000000003,0.669,2.29,183,349,80,P
16,337,5392,21.063000000000002,0.369,0.608,5.15,1992,3276,387,P
10,7,70,0.7,0.32899999999999996,0.986,1.77,23,69,13,P
9,240,2160,26.666999999999998,0.179,0.605,1.26,386,1307,306,P
9,42,378,4.667,0.45,0.905,2.79,170,342,61,P
13,498,6474,38.308,0.281,0.688,2.28,1820,4453,799,P
11,20,220,1.818,0.564,0.909,8.27,124,200,15,P
5,4,20,0.8,0.5,0.7,10.0,10,14,1,P
1,84,84,84.0,0.917,1.0,19.25,77,84,4,N
6,17,102,2.833,0.382,0.951,1.63,39,97,24,P
94,2,188,0.021,0.516,0.516,97.0,97,97,1,N
5,128,640,25.6,0.759,0.764,162.0,486,489,3,N
6,17,102,2.833,0.275,0.8240000000000001,2.0,28,84,14,P
11,185,2035,16.817999999999998,0.35600000000000004,0.772,2.94,724,1572,246,P
7,227,1589,32.429,0.217,0.509,1.6,345,809,215,P
10,20,200,2.0,0.275,0.91,1.9,55,182,29,P
28,137,3836,4.893,0.265,0.564,5.05,1016,2163,201,P
7,18,126,2.571,0.28600000000000003,0.627,1.57,36,79,23,P
9,191,1719,21.221999999999998,0.32799999999999996,0.747,2.14,564,1284,264,P
7,35,245,5.0,0.45299999999999996,0.873,2.47,111,214,45,P
7,41,287,5.857,0.226,0.784,1.48,65,225,44,P
8,9,72,1.125,0.41700000000000004,1.0,2.31,30,72,13,P
3,4,12,1.3330000000000002,0.75,0.75,9.0,9,9,1,P
9,48,432,5.332999999999999,0.257,0.738,1.41,111,319,79,P
7,27,189,3.8569999999999998,0.28,0.9470000000000001,1.33,53,179,40,P
10,21,210,2.1,0.324,0.6,3.4,68,126,20,P
12,146,1752,12.167,0.091,0.128,26.67,160,225,6,N
16,29,464,1.8130000000000002,0.14400000000000002,0.496,2.58,67,230,26,N
1,18,18,18.0,0.9440000000000001,1.0,17.0,17,18,1,N
9,26,234,2.889,0.29100000000000004,0.795,1.74,68,186,39,P
6,18,108,3.0,0.491,0.88,2.04,53,95,26,P
9,22,198,2.444,0.22699999999999998,0.934,1.61,45,185,28,P
8,54,432,6.75,0.537,0.951,3.36,232,411,69,P
13,84,1092,6.462000000000001,0.35,0.59,3.16,382,644,121,P
9,19,171,2.1109999999999998,0.392,0.83,2.31,67,142,29,P
9,184,1656,20.444000000000003,0.214,0.7979999999999999,1.46,354,1322,242,P
7,53,371,7.571000000000001,0.342,0.58,2.4,127,215,53,P
8,40,320,5.0,0.34700000000000003,0.9129999999999999,1.63,111,292,68,P
6,13,78,2.167,0.282,0.8079999999999999,1.57,22,63,14,P
10,79,790,7.9,0.163,0.42,1.25,129,332,103,P
12,25,300,2.083,0.32,0.643,2.59,96,193,37,P
8,24,192,3.0,0.32299999999999995,0.688,2.21,62,132,28,P
7,35,245,5.0,0.494,0.902,2.57,121,221,47,P
9,102,918,11.333,0.18,0.759,1.2,165,697,137,P
6,35,210,5.832999999999999,0.5329999999999999,0.943,2.67,112,198,42,P
5,75,375,15.0,0.259,0.867,1.18,97,325,82,P
9,35,315,3.889,0.263,0.667,2.86,83,210,29,P
6,19,114,3.167,0.289,0.789,1.38,33,90,24,P
9,109,981,12.110999999999999,0.21899999999999997,0.779,1.67,215,764,129,P
8,23,184,2.875,0.27699999999999997,0.8320000000000001,1.7,51,153,30,P
7,39,273,5.571000000000001,0.293,0.733,1.43,80,200,56,P
8,13,104,1.625,0.365,0.9329999999999999,1.65,38,97,23,P
7,11,77,1.571,0.364,0.727,1.56,28,56,18,P
11,272,2992,24.726999999999997,0.28300000000000003,0.703,1.97,847,2103,431,P
10,40,400,4.0,0.428,0.895,3.05,171,358,56,P
10,85,850,8.5,0.324,0.675,2.25,275,574,122,P
5,17,85,3.4,0.376,0.741,2.91,32,63,11,P
7,21,147,3.0,0.28600000000000003,0.85,1.35,42,125,31,P
10,38,380,3.8,0.308,0.632,2.13,117,240,55,P
2,236,472,118.0,0.5660000000000001,0.6890000000000001,10.27,267,325,26,N
5,58,290,11.6,0.2,0.745,1.41,58,216,41,P
9,11,99,1.222,0.34299999999999997,1.0,1.42,34,99,24,P
118,105,12390,0.89,0.052000000000000005,0.105,3.33,642,1296,193,N
10,9,90,0.9,0.344,0.889,2.82,31,80,11,P
7,123,861,17.570999999999998,0.265,0.626,1.66,228,539,137,P
10,53,530,5.3,0.34,0.9,1.82,180,477,99,P
7,40,280,5.7139999999999995,0.23199999999999998,0.7070000000000001,1.38,65,198,47,P
5,19,95,3.8,0.505,0.8,2.18,48,76,22,P
1,48,48,48.0,0.875,1.0,10.5,42,48,4,N
9,175,1575,19.444000000000003,0.177,0.624,1.26,279,983,222,P
9,284,2556,31.555999999999997,0.13699999999999998,0.456,1.41,350,1165,249,P
9,29,261,3.222,0.31,0.6859999999999999,2.13,81,179,38,P
7,21,147,3.0,0.354,0.9390000000000001,1.63,52,138,32,P
7,33,231,4.7139999999999995,0.342,0.848,1.98,79,196,40,P
10,58,580,5.8,0.081,0.22399999999999998,1.62,47,130,29,P
9,63,567,7.0,0.298,0.787,2.01,169,446,84,P
9,219,1971,24.333000000000002,0.109,0.5379999999999999,1.43,215,1060,150,P
10,170,1700,17.0,0.499,0.9279999999999999,4.35,849,1577,195,P
6,40,240,6.667000000000001,0.313,0.996,1.27,75,239,59,P
9,43,387,4.7780000000000005,0.455,0.899,2.98,176,348,59,P
9,40,360,4.444,0.506,0.9640000000000001,3.08,182,347,59,P
11,54,594,4.909,0.273,0.7809999999999999,2.19,162,464,74,P
8,33,264,4.125,0.371,0.6779999999999999,1.88,98,179,52,P
8,103,824,12.875,0.425,0.9329999999999999,2.71,350,769,129,P
9,299,2691,33.222,0.226,0.705,1.58,607,1896,385,P
7,34,238,4.857,0.273,0.7609999999999999,1.48,65,181,44,P
10,511,5110,51.1,0.161,0.634,1.43,822,3238,575,P
9,81,729,9.0,0.287,0.826,2.22,209,602,94,P
8,28,224,3.5,0.43799999999999994,0.496,19.6,98,111,5,P
10,261,2610,26.1,0.259,0.767,1.74,676,2001,388,P
9,18,162,2.0,0.519,0.7959999999999999,7.64,84,129,11,P
7,43,301,6.143,0.292,0.85,1.33,88,256,66,P
7,10,70,1.429,0.32899999999999996,1.0,1.77,23,70,13,P
8,35,280,4.375,0.35700000000000004,0.9209999999999999,1.64,100,258,61,P
9,83,747,9.222000000000001,0.33299999999999996,0.742,2.93,249,554,85,P
7,519,3633,74.143,0.073,0.39399999999999996,1.23,265,1431,215,P
11,262,2882,23.818,0.23800000000000002,0.57,1.84,685,1643,373,P
11,161,1771,14.636,0.33299999999999996,0.65,2.71,589,1152,217,P
4,31,124,7.75,0.419,0.9440000000000001,1.58,52,117,33,P
11,115,1265,10.455,0.266,0.723,1.79,337,915,188,P
10,23,230,2.3,0.37,0.83,2.3,85,191,37,P
7,14,98,2.0,0.214,0.7859999999999999,1.11,21,77,19,P
8,12,96,1.5,0.583,0.813,6.22,56,78,9,P
11,32,352,2.909,0.264,0.5,3.1,93,176,30,P
7,198,1386,28.285999999999998,0.055,0.359,1.23,76,498,62,P
11,52,572,4.727,0.262,0.858,1.79,150,491,84,P
13,121,1573,9.308,0.376,0.69,3.72,591,1086,159,P
8,26,208,3.25,0.37,0.654,2.41,77,136,32,P
6,3,18,0.5,0.5,0.9440000000000001,2.25,9,17,4,P
12,72,864,6.0,0.635,0.94,5.97,549,812,92,P
14,141,1974,10.071,0.278,0.67,2.29,549,1323,240,P
8,70,560,8.75,0.46299999999999997,0.986,2.31,259,552,112,P
3,3,9,1.0,0.778,0.778,7.0,7,7,1,P
7,14,98,2.0,0.28600000000000003,1.0,1.87,28,98,15,P
8,129,1032,16.125,0.23199999999999998,0.823,1.46,239,849,164,P
10,84,840,8.4,0.35600000000000004,0.8490000000000001,2.47,299,713,121,P
11,9,99,0.818,0.34299999999999997,0.626,3.4,34,62,10,P
2,537,1074,268.5,0.52,0.621,26.57,558,667,21,N
8,38,304,4.75,0.25,0.73,1.38,76,222,55,P
8,47,376,5.875,0.324,0.8959999999999999,2.18,122,337,56,P
9,83,747,9.222000000000001,0.391,0.795,3.21,292,594,91,P
9,12,108,1.3330000000000002,0.389,0.852,2.33,42,92,18,P
4,2,8,0.5,1.0,1.0,8.0,8,8,1,N
9,14,126,1.556,0.706,0.865,7.42,89,109,12,P
10,31,310,3.1,0.284,0.835,1.69,88,259,52,P
9,7,63,0.778,0.349,0.603,3.67,22,38,6,P
59,84,4956,1.4240000000000002,0.659,0.71,148.36,3264,3517,22,P
6,13,78,2.167,0.359,0.885,1.65,28,69,17,P
10,50,500,5.0,0.602,0.746,5.57,301,373,54,P
13,152,1976,11.692,0.312,0.7140000000000001,2.8,617,1410,220,P
7,5,35,0.7140000000000001,0.257,1.0,1.13,9,35,8,P
9,29,261,3.222,0.307,0.648,1.95,80,169,41,P
8,12,96,1.5,0.385,0.688,1.95,37,66,19,P
8,30,240,3.75,0.433,1.0,2.12,104,240,49,P
1,55,55,55.0,0.564,1.0,10.33,31,55,3,N
9,123,1107,13.667,0.39,0.996,2.82,432,1103,153,P
12,207,2484,17.25,0.2,0.6990000000000001,1.7,496,1736,292,P
6,14,84,2.333,0.56,0.929,2.24,47,78,21,P
7,1,7,0.14300000000000002,1.0,1.0,7.0,7,7,1,N
7,13,91,1.857,0.374,0.9009999999999999,1.7,34,82,20,P
10,176,1760,17.6,0.257,0.583,1.72,452,1026,263,P
9,19,171,2.1109999999999998,0.55,0.86,7.23,94,147,13,P
14,19,266,1.357,0.128,0.541,2.83,34,144,12,N
8,148,1184,18.5,0.196,0.718,1.28,232,850,181,P
9,23,207,2.556,0.24600000000000002,0.57,1.82,51,118,28,P
5,4,20,0.8,0.65,0.85,3.25,13,17,4,P
7,57,399,8.142999999999999,0.321,0.9520000000000001,1.47,128,380,87,P
28,171,4788,6.107,0.258,0.912,1.99,1235,4369,621,P
8,36,288,4.5,0.615,0.938,3.22,177,270,55,P
8,18,144,2.25,0.396,0.882,1.84,57,127,31,P
8,135,1080,16.875,0.077,0.294,1.54,83,317,54,P
7,13,91,1.857,0.341,0.846,1.82,31,77,17,P
12,116,1392,9.667,0.24600000000000002,0.7070000000000001,1.99,343,984,172,P
11,119,1309,10.818,0.23600000000000002,0.747,1.75,309,978,177,P
10,271,2710,27.1,0.239,0.615,1.94,647,1668,333,P
14,217,3038,15.5,0.268,0.632,2.12,813,1919,383,P
7,41,287,5.857,0.213,0.8009999999999999,1.36,61,230,45,P
6,10,60,1.6669999999999998,0.433,0.867,1.86,26,52,14,P
10,121,1210,12.1,0.37,0.873,2.41,448,1056,186,P
8,28,224,3.5,0.406,0.777,2.07,91,174,44,P
9,163,1467,18.111,0.263,0.5489999999999999,2.82,386,805,137,P
8,7,56,0.875,0.35700000000000004,0.9640000000000001,1.82,20,54,11,P
8,41,328,5.125,0.23199999999999998,0.527,1.55,76,173,49,P
7,19,133,2.714,0.34600000000000003,0.8420000000000001,1.77,46,112,26,P
10,31,310,3.1,0.645,0.774,6.67,200,240,30,P
8,23,184,2.875,0.353,0.826,1.91,65,152,34,P
7,23,161,3.286,0.32899999999999996,1.0,1.39,53,161,38,P
11,86,946,7.818,0.28300000000000003,0.764,1.91,268,723,140,P
9,103,927,11.444,0.35700000000000004,0.8640000000000001,2.47,331,801,134,P
1,70,70,70.0,1.0,1.0,70.0,70,70,1,N
10,100,1000,10.0,0.267,0.7240000000000001,1.82,267,724,147,P
9,1,9,0.111,1.0,1.0,9.0,9,9,1,P
8,26,208,3.25,0.25,0.8079999999999999,1.37,52,168,38,P
7,521,3647,74.429,0.091,0.386,1.28,333,1409,260,P
8,535,4280,66.875,0.16399999999999998,0.6,1.35,704,2566,520,P
7,23,161,3.286,0.447,0.764,1.89,72,123,38,P
6,9,54,1.5,0.556,1.0,2.14,30,54,14,P
9,17,153,1.889,0.14400000000000002,0.45799999999999996,3.14,22,70,7,N
6,10,60,1.6669999999999998,0.45,0.85,1.93,27,51,14,P
7,15,105,2.1430000000000002,0.22899999999999998,0.981,1.41,24,103,17,P
10,44,440,4.4,0.39299999999999996,0.852,3.15,173,375,55,P
9,101,909,11.222000000000001,0.256,0.688,1.71,233,625,136,P
8,21,168,2.625,0.435,0.917,2.35,73,154,31,P
5,118,590,23.6,0.154,0.49700000000000005,1.44,91,293,63,P
12,72,864,6.0,0.228,0.78,1.79,197,674,110,P
11,7,77,0.636,0.46799999999999997,1.0,3.6,36,77,10,P
11,125,1375,11.364,0.43200000000000005,0.804,3.03,594,1105,196,P
14,98,1372,7.0,0.308,0.768,2.43,422,1054,174,P
9,68,612,7.556,0.335,0.789,2.33,205,483,88,P
9,107,963,11.889000000000001,0.35700000000000004,0.693,2.44,344,667,141,P
9,87,783,9.667,0.444,0.9620000000000001,2.37,348,753,147,P
6,6,36,1.0,0.361,1.0,1.44,13,36,9,P
6,9,54,1.5,0.35200000000000004,0.87,1.58,19,47,12,P
10,37,370,3.7,0.5920000000000001,0.722,8.11,219,267,27,P
10,67,670,6.7,0.29100000000000004,0.649,2.17,195,435,90,P
8,62,496,7.75,0.218,0.629,1.57,108,312,69,P
9,81,729,9.0,0.35700000000000004,0.863,2.22,260,629,117,P
8,9,72,1.125,0.528,0.958,3.17,38,69,12,P
10,7,70,0.7,0.157,0.6,1.57,11,42,7,N
12,44,528,3.667,0.261,0.767,2.38,138,405,58,P
2,535,1070,267.5,0.55,0.586,117.8,589,627,5,N
5,6,30,1.2,0.33299999999999996,0.9670000000000001,2.5,10,29,4,P
5,280,1400,56.0,0.78,0.7859999999999999,156.0,1092,1100,7,N
9,56,504,6.222,0.327,0.688,1.94,165,347,85,P
8,6,48,0.75,0.5,0.6459999999999999,8.0,24,31,3,P
17,22,374,1.294,0.321,0.406,8.57,120,152,14,P
7,46,322,6.571000000000001,0.41600000000000004,0.7759999999999999,2.63,134,250,51,P
8,26,208,3.25,0.39399999999999996,1.0,2.16,82,208,38,P
7,140,980,20.0,0.131,0.6659999999999999,1.28,128,653,100,P
9,107,963,11.889000000000001,0.204,0.6829999999999999,1.42,196,658,138,P
9,248,2232,27.555999999999997,0.33,0.727,2.39,737,1622,308,P
8,108,864,13.5,0.293,0.897,1.69,253,775,150,P
9,21,189,2.333,0.392,0.899,2.74,74,170,27,P
11,261,2871,23.726999999999997,0.243,0.524,1.93,698,1505,361,P
10,18,180,1.8,0.6559999999999999,0.9,6.94,118,162,17,P
8,71,568,8.875,0.312,0.866,1.86,177,492,95,P
7,14,98,2.0,0.327,0.847,1.45,32,83,22,P
10,107,1070,10.7,0.273,0.738,1.81,292,790,161,P
14,284,3976,20.285999999999998,0.365,0.54,5.1,1453,2147,285,P
8,4,32,0.5,0.25,0.344,8.0,8,11,1,P
14,410,5740,29.285999999999998,0.24100000000000002,0.5920000000000001,2.4,1382,3400,576,P
9,32,288,3.556,0.382,0.792,2.16,110,228,51,P
8,12,96,1.5,0.385,0.948,1.48,37,91,25,P
16,121,1936,7.563,0.396,0.611,5.6,767,1182,137,P
9,13,117,1.444,0.10300000000000001,0.752,4.0,12,88,3,N
45,79,3555,1.756,0.087,0.195,4.81,308,693,64,N
7,11,77,1.571,0.325,0.935,1.39,25,72,18,P
8,26,208,3.25,0.34600000000000003,0.909,1.85,72,189,39,P
10,499,4990,49.9,0.147,0.631,1.27,733,3150,575,P
9,55,495,6.111000000000001,0.275,0.6609999999999999,1.92,136,327,71,P
54,357,19278,6.611000000000001,0.324,0.644,6.22,6238,12422,1003,N
8,98,784,12.25,0.221,0.8740000000000001,1.42,173,685,122,P
11,97,1067,8.818,0.266,0.635,2.04,284,678,139,P
11,89,979,8.091000000000001,0.17,0.706,2.72,166,691,61,P
9,19,171,2.1109999999999998,0.222,0.6729999999999999,1.31,38,115,29,P
11,53,583,4.8180000000000005,0.249,0.7340000000000001,1.93,145,428,75,P
9,36,324,4.0,0.54,0.929,2.87,175,301,61,P
7,18,126,2.571,0.27,0.7140000000000001,1.36,34,90,25,P
7,223,1561,31.857,0.205,0.664,1.4,320,1036,229,P
14,326,4564,23.285999999999998,0.363,0.589,4.4,1657,2689,377,P
9,100,900,11.110999999999999,0.46299999999999997,0.9079999999999999,2.92,417,817,143,P
9,16,144,1.778,0.382,0.743,2.29,55,107,24,P
9,283,2547,31.444000000000003,0.18600000000000003,0.727,1.22,474,1852,389,P
33,160,5280,4.848,0.21899999999999997,0.389,6.34,1154,2054,182,P
17,24,408,1.412,0.426,0.735,4.7,174,300,37,P
8,21,168,2.625,0.20800000000000002,0.762,2.92,35,128,12,P
9,278,2502,30.889,0.258,0.7979999999999999,1.62,645,1997,398,P
5,13,65,2.6,0.415,0.938,1.69,27,61,16,P
10,22,220,2.2,0.332,0.7140000000000001,2.15,73,157,34,P
7,61,427,8.714,0.319,0.988,1.77,136,422,77,P
8,14,112,1.75,0.14300000000000002,1.0,2.67,16,112,6,P
6,95,570,15.833,0.226,0.9329999999999999,1.45,129,532,89,P
10,256,2560,25.6,0.371,0.779,2.95,951,1995,322,P
6,14,84,2.333,0.28600000000000003,1.0,1.2,24,84,20,P
160,286,45760,1.788,0.201,0.226,55.42,9199,10347,166,N
8,46,368,5.75,0.34,0.611,1.79,125,225,70,P
9,122,1098,13.556,0.37799999999999995,0.961,2.73,415,1055,152,P
10,9,90,0.9,0.344,0.856,1.72,31,77,18,P
7,14,98,2.0,0.265,0.8270000000000001,1.18,26,81,22,P
8,24,192,3.0,0.385,0.9690000000000001,1.8,74,186,41,P
7,245,1715,35.0,0.14300000000000002,0.608,1.41,246,1042,175,P
10,51,510,5.1,0.41,0.667,3.12,209,340,67,P
5,14,70,2.8,0.586,0.943,2.28,41,66,18,P
1,20,20,20.0,0.85,1.0,8.5,17,20,2,N
7,3,21,0.429,0.5710000000000001,1.0,3.0,12,21,4,P
9,518,4662,57.556000000000004,0.096,0.429,1.25,449,2001,360,P
9,36,324,4.0,0.506,0.9009999999999999,2.83,164,292,58,P
9,201,1809,22.333000000000002,0.152,0.456,1.27,275,825,216,P
6,96,576,16.0,0.335,0.703,2.44,193,405,79,P
7,34,238,4.857,0.28600000000000003,0.7559999999999999,1.36,68,180,50,P
31,105,3255,3.387,0.242,0.456,4.89,787,1485,161,N
12,71,852,5.917000000000001,0.631,0.904,6.64,538,770,81,P
8,9,72,1.125,0.361,0.903,1.63,26,65,16,P
9,163,1467,18.111,0.264,0.51,2.98,387,748,130,P
7,47,329,6.7139999999999995,0.322,0.833,1.74,106,274,61,P
25,185,4625,7.4,0.479,0.95,7.24,2214,4395,306,P
16,24,384,1.5,0.39299999999999996,0.935,4.72,151,359,32,P
8,39,312,4.875,0.38799999999999996,0.9329999999999999,2.2,121,291,55,P
7,7,49,1.0,0.265,0.612,3.25,13,30,4,P
14,185,2590,13.214,0.254,0.6509999999999999,2.27,657,1687,289,P
6,129,774,21.5,0.195,0.565,1.35,151,437,112,P
3,550,1650,183.33,0.32899999999999996,0.375,27.15,543,619,20,N
7,17,119,2.4290000000000003,0.45399999999999996,0.866,3.18,54,103,17,P
8,17,136,2.125,0.294,0.654,2.22,40,89,18,P
12,10,120,0.833,0.675,0.7829999999999999,11.57,81,94,7,P
8,42,336,5.25,0.414,0.955,1.88,139,321,74,P
5,70,350,14.0,0.18,0.41700000000000004,1.4,63,146,45,P
10,36,360,3.6,0.36700000000000005,0.789,2.28,132,284,58,P
7,3,21,0.429,0.5710000000000001,1.0,4.0,12,21,3,P
11,24,264,2.182,0.307,0.795,2.08,81,210,39,P
7,54,378,7.7139999999999995,0.49700000000000005,0.8490000000000001,3.42,188,321,55,P
22,72,1584,3.273,0.469,0.848,8.64,743,1343,86,P
10,18,180,1.8,0.583,0.894,7.5,105,161,14,P
7,7,49,1.0,0.429,1.0,1.91,21,49,11,P
1,60,60,60.0,0.2,1.0,1.09,12,60,11,P
10,31,310,3.1,0.281,0.606,1.98,87,188,44,P
9,271,2439,30.111,0.292,0.727,1.9,712,1774,374,P
9,93,837,10.333,0.32299999999999995,0.888,2.06,270,743,131,P
4,10,40,2.5,0.6,0.8,4.0,24,32,6,P
9,181,1629,20.111,0.217,0.6609999999999999,1.66,354,1077,213,P
17,342,5814,20.118,0.9159999999999999,0.996,30.27,5328,5790,176,N
9,35,315,3.889,0.381,0.8059999999999999,2.14,120,254,56,P
11,15,165,1.364,0.35200000000000004,0.8909999999999999,2.07,58,147,28,P
8,16,128,2.0,0.38299999999999995,0.867,1.96,49,111,25,P
7,23,161,3.286,0.32899999999999996,0.845,1.66,53,136,32,P
7,112,784,16.0,0.168,0.667,1.25,132,523,106,P
9,43,387,4.7780000000000005,0.38799999999999996,0.8859999999999999,2.73,150,343,55,P
20,39,780,1.95,0.23199999999999998,0.585,3.42,181,456,53,P
7,13,91,1.857,0.429,0.945,2.05,39,86,19,P
9,259,2331,28.778000000000002,0.22,0.7490000000000001,1.38,512,1745,370,P
8,8,64,1.0,0.43799999999999994,0.813,4.67,28,52,6,P
8,37,296,4.625,0.392,0.753,1.93,116,223,60,P
7,219,1533,31.285999999999998,0.182,0.7979999999999999,1.26,279,1224,222,P
8,41,328,5.125,0.21,0.662,1.44,69,217,48,P
22,208,4576,9.455,0.203,0.555,1.59,928,2539,585,P
8,19,152,2.375,0.355,0.9540000000000001,2.0,54,145,27,P
4,11,44,2.75,0.364,0.955,1.33,16,42,12,P
7,37,259,5.2860000000000005,0.305,1.0,1.46,79,259,54,P
10,41,410,4.1,0.302,0.69,2.07,124,283,60,P
8,100,800,12.5,0.485,0.879,3.43,388,703,113,P
23,125,2875,5.435,0.953,1.0,20.75,2739,2875,132,P
8,16,128,2.0,0.156,0.8590000000000001,5.0,20,110,4,N
10,36,360,3.6,0.35600000000000004,0.672,2.33,128,242,55,P
28,32,896,1.143,0.45899999999999996,0.73,5.96,411,654,69,P
7,7,49,1.0,0.327,0.898,2.29,16,44,7,P
12,117,1404,9.75,0.251,0.635,1.86,353,891,190,P
6,36,216,6.0,0.509,0.991,2.0,110,214,55,P
7,111,777,15.857000000000001,0.254,0.883,1.5,197,686,131,P
8,231,1848,28.875,0.21,0.5429999999999999,1.65,389,1003,236,P
11,86,946,7.818,0.297,0.748,1.95,281,708,144,P
7,5,35,0.7140000000000001,0.8290000000000001,0.8290000000000001,29.0,29,29,1,P
8,12,96,1.5,0.469,0.948,2.14,45,91,21,P
2,50,100,25.0,0.46,0.51,15.33,46,51,3,N
2,325,650,162.5,0.485,0.537,28.64,315,349,11,N
4,16,64,4.0,0.391,0.938,1.67,25,60,15,P
9,38,342,4.2219999999999995,0.377,0.731,2.74,129,250,47,P
7,5,35,0.7140000000000001,0.486,0.943,4.25,17,33,4,P
11,64,704,5.818,0.25,0.597,2.0,176,420,88,P
9,158,1422,17.555999999999997,0.217,0.535,1.45,308,761,212,P
8,12,96,1.5,0.20800000000000002,0.7709999999999999,1.11,20,74,18,P
5,17,85,3.4,0.41200000000000003,0.941,1.75,35,80,20,P
10,75,750,7.5,0.428,0.909,2.28,321,682,141,P
10,34,340,3.4,0.303,0.815,1.84,103,277,56,P
4,22,88,5.5,0.43200000000000005,0.977,1.46,38,86,26,P
6,47,282,7.832999999999999,0.177,0.45,1.61,50,127,31,P
1,15,15,15.0,0.733,1.0,3.67,11,15,3,N
10,271,2710,27.1,0.187,0.602,1.35,508,1632,375,P
9,67,603,7.444,0.46799999999999997,0.823,3.76,282,496,75,P
10,250,2500,25.0,0.12,0.603,1.19,301,1507,253,P
8,280,2240,35.0,0.191,0.7090000000000001,1.28,427,1589,333,P
1,29,29,29.0,1.0,1.0,29.0,29,29,1,N
8,40,320,5.0,0.48100000000000004,0.988,2.61,154,316,59,P
9,534,4806,59.333,0.184,0.733,1.34,884,3524,661,P
10,183,1830,18.3,0.267,0.682,1.67,488,1248,293,P
10,20,200,2.0,0.605,0.795,8.07,121,159,15,P
10,23,230,2.3,0.313,0.8909999999999999,2.4,72,205,30,P
6,7,42,1.167,0.23800000000000002,0.69,10.0,10,29,1,N
7,32,224,4.571000000000001,0.23199999999999998,0.804,1.3,52,180,40,P
9,65,585,7.222,0.46299999999999997,0.9009999999999999,2.66,271,527,102,P
12,41,492,3.417,0.289,0.74,2.06,142,364,69,P
5,2,10,0.4,0.7,0.7,7.0,7,7,1,P
7,1,7,0.14300000000000002,1.0,1.0,7.0,7,7,1,N
29,31,899,1.069,0.46299999999999997,0.726,6.93,416,653,60,N
7,11,77,1.571,0.312,1.0,1.33,24,77,18,P
9,41,369,4.556,0.201,0.653,1.3,74,241,57,P
8,155,1240,19.375,0.366,0.9640000000000001,1.64,454,1195,276,P
10,14,140,1.4,0.371,0.8859999999999999,2.89,52,124,18,P
8,40,320,5.0,0.40299999999999997,0.991,2.53,129,317,51,P
7,23,161,3.286,0.273,0.8390000000000001,1.47,44,135,30,P
14,418,5852,29.857,0.261,0.619,2.16,1525,3625,707,P
24,177,4248,7.375,0.508,0.927,8.05,2157,3939,268,P
7,37,259,5.2860000000000005,0.243,0.71,1.34,63,184,47,P
